user_id,master_id,rating
LanceCo,2089931,5
LanceCo,1345113,5
LanceCo,2567040,5
LanceCo,393265,5
LanceCo,1387717,5
LanceCo,741274,5
LanceCo,761842,5
LanceCo,525596,5
LanceCo,612490,5
LanceCo,223814,5
LanceCo,2831194,5
LanceCo,1748535,5
LanceCo,371455,5
LanceCo,1312908,5
LanceCo,1528730,5
LanceCo,665958,5
LanceCo,508399,5
LanceCo,1316123,5
LanceCo,79945,5
LanceCo,74260,5
LanceCo,2584434,5
LanceCo,1387718,5
LanceCo,1345046,5
LanceCo,1205847,5
LanceCo,2640018,5
LanceCo,1973318,5
LanceCo,368699,5
LanceCo,1589691,5
LanceCo,2319709,5
LanceCo,1148746,5
LanceCo,1315093,5
LanceCo,243919,5
LanceCo,566284,5
LanceCo,177619,5
LanceCo,434189,5
LanceCo,2073745,5
LanceCo,371355,5
LanceCo,381224,5
LanceCo,1161103,5
LanceCo,2492880,5
LanceCo,394418,5
LanceCo,5805203,5
LanceCo,400097,5
LanceCo,488250,5
LanceCo,415421,5
LanceCo,667822,5
LanceCo,649042,5
LanceCo,266652,5
LanceCo,1345171,5
LanceCo,852776,5
LanceCo,472533,5
LanceCo,612833,5
LanceCo,431341,5
LanceCo,153749,5
LanceCo,467646,4
LanceCo,718894,4
LanceCo,429382,4
LanceCo,968765,4
LanceCo,2722805,4
LanceCo,1349263,4
LanceCo,1349239,4
LanceCo,2065445,4
LanceCo,1710827,4
LanceCo,1135765,4
LanceCo,513093,4
LanceCo,530281,4
LanceCo,1787307,4
LanceCo,1429757,4
LanceCo,2586891,4
LanceCo,1589721,4
LanceCo,546328,4
LanceCo,2492884,4
LanceCo,1671364,4
LanceCo,1349165,4
LanceCo,780847,4
LanceCo,1387711,4
LanceCo,1387806,4
LanceCo,1345119,4
LanceCo,2423352,4
LanceCo,2407876,4
LanceCo,1795381,4
LanceCo,539435,4
LanceCo,2901019,4
LanceCo,1387709,4
LanceCo,373549,4
LanceCo,393961,4
LanceCo,409322,4
LanceCo,1335819,4
LanceCo,1087714,4
LanceCo,1062888,4
LanceCo,3111658,4
LanceCo,2672166,4
LanceCo,2672351,4
LanceCo,589958,4
LanceCo,1345122,4
LanceCo,371411,4
LanceCo,1430980,4
LanceCo,547020,4
LanceCo,547017,4
LanceCo,3017311,4
LanceCo,2914615,4
LanceCo,1682421,4
LanceCo,1508343,4
LanceCo,1571889,4
LanceCo,1425868,4
LanceCo,1387742,4
LanceCo,1181357,4
LanceCo,2486546,4
LanceCo,1883336,4
LanceCo,1690581,4
LanceCo,1592113,4
LanceCo,1528203,4
LanceCo,1880958,4
LanceCo,1345143,4
LanceCo,1583893,4
LanceCo,1111431,4
LanceCo,1349284,4
LanceCo,1349308,4
LanceCo,1349300,4
LanceCo,1349272,4
LanceCo,2762458,4
LanceCo,2400752,4
LanceCo,831253,4
LanceCo,966586,4
LanceCo,1370108,4
LanceCo,2547768,4
LanceCo,1623533,4
LanceCo,1588808,4
LanceCo,3245737,4
LanceCo,2424378,4
LanceCo,1345050,4
LanceCo,1337994,4
LanceCo,1590109,4
LanceCo,1508072,4
LanceCo,2198254,4
LanceCo,2797065,4
LanceCo,1345055,4
LanceCo,1257301,4
LanceCo,372261,4
LanceCo,924027,4
LanceCo,375973,4
LanceCo,2153467,4
LanceCo,1739819,4
LanceCo,2502643,4
LanceCo,643399,4
LanceCo,1158213,4
LanceCo,1088309,4
LanceCo,1345157,4
LanceCo,613036,4
LanceCo,2520086,4
LanceCo,2803837,4
LanceCo,1736802,4
LanceCo,107081,4
LanceCo,230209,4
LanceCo,2779306,4
LanceCo,169627,4
LanceCo,1349874,4
LanceCo,497888,4
LanceCo,816932,4
LanceCo,1609174,4
LanceCo,1423526,4
LanceCo,1345068,4
LanceCo,2667277,4
LanceCo,2619657,4
LanceCo,1387702,4
LanceCo,379818,4
LanceCo,567336,4
LanceCo,1345930,4
LanceCo,369738,3
LanceCo,1713402,3
LanceCo,2917499,3
LanceCo,2237188,3
LanceCo,589681,3
LanceCo,1349228,3
LanceCo,1069107,3
LanceCo,1349252,3
LanceCo,1345033,3
LanceCo,693864,3
LanceCo,1408973,3
LanceCo,1321434,3
LanceCo,1345039,3
LanceCo,1161031,3
LanceCo,1430975,3
LanceCo,1054850,3
LanceCo,888785,3
LanceCo,2260795,3
LanceCo,2463042,3
LanceCo,1345128,3
LanceCo,1581546,3
LanceCo,1918186,3
LanceCo,2260673,3
LanceCo,1345146,3
LanceCo,2064450,3
LanceCo,1407278,3
LanceCo,1586096,3
LanceCo,1588820,3
LanceCo,1478741,3
LanceCo,770658,3
LanceCo,1387602,3
LanceCo,2064463,3
LanceCo,782876,3
LanceCo,375978,3
LanceCo,375979,3
LanceCo,367273,3
LanceCo,1386650,3
LanceCo,1527575,3
LanceCo,874708,3
LanceCo,2006599,3
LanceCo,2026639,3
LanceCo,367912,3
LanceCo,1776787,3
LanceCo,458252,3
LanceCo,368184,3
LanceCo,657396,3
LanceCo,1345910,3
LanceCo,1345100,3
LanceCo,1345108,2
LanceCo,651026,2
LanceCo,523647,2
LanceCo,1193544,2
LanceCo,1588796,2
LanceCo,1588804,2
LanceCo,588150,2
LanceCo,942073,2
LanceCo,438164,2
LanceCo,375980,2
LanceCo,1387745,2
LanceCo,1629020,2
LanceCo,1952919,2
LanceCo,685083,2
LanceCo,1178902,1
LanceCo,1536594,1
LanceCo,393266,1
LanceCo,1345130,1
LanceCo,1651589,1
superpop,5210482,5
superpop,2954561,5
superpop,28725,5
superpop,208286,5
superpop,1554179,5
superpop,1717262,5
superpop,1604057,5
superpop,1604057,5
superpop,1574112,5
superpop,4197727,5
superpop,1495921,5
superpop,1526564,5
superpop,165437,5
superpop,2058238,5
superpop,2052460,5
superpop,2021069,5
superpop,2021020,5
superpop,2896143,5
superpop,2013514,5
superpop,5079970,5
superpop,2338307,5
superpop,2334834,5
superpop,2190827,5
superpop,1597494,5
superpop,1629579,5
superpop,5033647,5
superpop,422508,5
superpop,1604947,5
superpop,383039,5
superpop,530252,5
superpop,161255,5
superpop,916778,5
superpop,559804,5
superpop,690466,5
superpop,170752,5
superpop,74027,5
superpop,74027,5
superpop,566034,5
superpop,530275,5
superpop,349887,5
superpop,572244,5
superpop,569216,5
superpop,913591,5
superpop,571694,5
superpop,1548415,5
superpop,825628,5
superpop,572238,5
superpop,537528,5
superpop,560610,5
superpop,559816,5
superpop,895635,5
superpop,506633,5
superpop,1489764,5
superpop,485765,5
superpop,796756,5
superpop,592188,5
superpop,484326,5
superpop,1489744,5
superpop,801920,5
superpop,135992,5
superpop,135992,5
superpop,2154452,5
superpop,3573345,5
superpop,1660019,5
superpop,1361095,5
superpop,389475,5
superpop,1057275,4
superpop,1576593,4
superpop,1397327,4
superpop,1391255,4
superpop,716019,4
superpop,1278979,4
superpop,1177640,4
superpop,1977114,4
superpop,1769959,4
superpop,606947,4
superpop,1497750,4
superpop,1844488,4
superpop,31782,4
superpop,102481,4
superpop,409452,4
superpop,338132,4
superpop,75474,4
superpop,75593,4
superpop,1596236,4
superpop,1508425,4
superpop,1695464,4
superpop,1469208,4
superpop,1338508,4
superpop,1338477,4
superpop,1137749,4
superpop,1554359,4
superpop,706002,4
superpop,494200,4
superpop,4020205,4
superpop,1405706,4
superpop,751231,4
superpop,725882,4
superpop,1286158,4
superpop,2161189,4
superpop,5210482,5
superpop,2954561,5
superpop,28725,5
superpop,208286,5
superpop,1554179,5
superpop,1717262,5
superpop,1604057,5
superpop,1604057,5
superpop,1574112,5
superpop,4197727,5
superpop,1495921,5
superpop,1526564,5
superpop,165437,5
superpop,2058238,5
superpop,2052460,5
superpop,2021069,5
superpop,2021020,5
superpop,2896143,5
superpop,2013514,5
superpop,5079970,5
superpop,2338307,5
superpop,2334834,5
superpop,2190827,5
superpop,1597494,5
superpop,1629579,5
superpop,5033647,5
superpop,422508,5
superpop,1604947,5
superpop,383039,5
superpop,530252,5
superpop,161255,5
superpop,916778,5
superpop,559804,5
superpop,690466,5
superpop,170752,5
superpop,74027,5
superpop,74027,5
superpop,566034,5
superpop,530275,5
superpop,349887,5
superpop,572244,5
superpop,569216,5
superpop,913591,5
superpop,571694,5
superpop,1548415,5
superpop,825628,5
superpop,572238,5
superpop,537528,5
superpop,560610,5
superpop,559816,5
superpop,895635,5
superpop,506633,5
superpop,1489764,5
superpop,485765,5
superpop,796756,5
superpop,592188,5
superpop,484326,5
superpop,1489744,5
superpop,801920,5
superpop,135992,5
superpop,135992,5
superpop,2154452,5
superpop,3573345,5
superpop,1660019,5
superpop,1361095,5
superpop,389475,5
superpop,1057275,4
superpop,1576593,4
superpop,1397327,4
superpop,1391255,4
superpop,716019,4
superpop,1278979,4
superpop,1177640,4
superpop,1977114,4
superpop,1769959,4
superpop,606947,4
superpop,1497750,4
superpop,1844488,4
superpop,31782,4
superpop,102481,4
superpop,409452,4
superpop,338132,4
superpop,75474,4
superpop,75593,4
superpop,1596236,4
superpop,1508425,4
superpop,1695464,4
superpop,1469208,4
superpop,1338508,4
superpop,1338477,4
superpop,1137749,4
superpop,1554359,4
superpop,706002,4
superpop,494200,4
superpop,4020205,4
superpop,1405706,4
superpop,751231,4
superpop,725882,4
superpop,1286158,4
superpop,2161189,4
superpop,1410099,4
superpop,1717261,4
superpop,1417821,4
superpop,832582,4
superpop,1843434,4
superpop,1506201,4
superpop,1501194,4
superpop,1501194,4
superpop,1495908,4
superpop,1756600,4
superpop,1500085,4
superpop,1149111,4
superpop,1564324,4
superpop,1518732,4
superpop,976636,4
superpop,510258,4
superpop,1255721,4
superpop,143176,4
superpop,1137912,4
superpop,2426708,4
superpop,914722,4
superpop,1147745,4
superpop,1241343,4
superpop,1241342,4
superpop,1286112,4
superpop,1286066,4
superpop,349240,4
superpop,203164,4
superpop,1152767,4
superpop,297077,4
superpop,242787,4
superpop,595590,4
superpop,1443342,4
superpop,475083,4
superpop,168465,4
superpop,1286031,4
superpop,1323357,4
superpop,135185,4
superpop,512313,4
superpop,162594,4
superpop,683484,4
superpop,1286300,4
superpop,255951,4
superpop,161134,4
superpop,2339254,4
superpop,1135599,4
superpop,1690245,4
superpop,1730382,4
superpop,1711077,4
superpop,1836131,4
superpop,1836130,4
superpop,1933276,4
superpop,2831705,4
superpop,2189225,4
superpop,1577756,4
superpop,1487766,4
superpop,1462822,4
superpop,1626733,4
superpop,1756859,4
superpop,1644526,4
superpop,1802446,4
superpop,1517947,4
superpop,1041774,4
superpop,722706,4
superpop,27672,4
superpop,706987,4
superpop,706987,4
superpop,299119,4
superpop,162925,4
superpop,1350046,4
superpop,260874,4
superpop,630673,4
superpop,626571,4
superpop,174406,4
superpop,706985,4
superpop,292234,4
superpop,2150498,4
superpop,485910,4
superpop,77802,4
superpop,77802,4
superpop,35103,4
superpop,229079,4
superpop,690711,4
superpop,690711,4
superpop,560534,4
superpop,142915,4
superpop,74022,4
superpop,36224,4
superpop,36224,4
superpop,18105,4
superpop,14008,4
superpop,14008,4
superpop,1567743,4
superpop,1561305,4
superpop,3493043,4
superpop,3493034,4
superpop,292439,4
superpop,292436,4
superpop,711163,4
superpop,713288,4
superpop,44009,4
superpop,848641,4
superpop,830298,4
superpop,722688,4
superpop,711600,4
superpop,713261,4
superpop,215251,4
superpop,711397,4
superpop,1381304,4
superpop,1358986,4
superpop,1401867,4
superpop,1462630,4
superpop,1393358,4
superpop,1391342,4
superpop,1391340,4
superpop,1391315,4
superpop,292225,4
superpop,292225,4
superpop,690727,4
superpop,740609,4
superpop,699998,4
superpop,35527,4
superpop,713279,4
superpop,931338,4
superpop,325962,4
superpop,325962,4
superpop,292250,4
superpop,184680,4
superpop,512062,4
superpop,512062,4
superpop,726633,4
superpop,264362,4
superpop,74024,4
superpop,43071,4
superpop,65564,4
superpop,713269,4
superpop,510998,4
superpop,484489,4
superpop,555652,4
superpop,555652,4
superpop,1952411,4
superpop,1952198,4
superpop,1933084,4
superpop,1930797,4
superpop,1923549,4
superpop,1923549,4
superpop,1923519,4
superpop,1923517,4
superpop,530269,4
superpop,709595,4
superpop,709279,4
superpop,74029,4
superpop,21061,4
superpop,526982,4
superpop,138613,4
superpop,1353892,4
superpop,571233,4
superpop,666807,4
superpop,672496,4
superpop,455168,4
superpop,757593,4
superpop,1595365,4
superpop,1595381,4
superpop,848388,4
superpop,1475818,4
superpop,871023,4
superpop,1490098,4
superpop,828663,4
superpop,1216703,4
superpop,2033007,4
superpop,1478873,4
superpop,987057,4
superpop,1159224,4
superpop,1291575,4
superpop,1501399,4
superpop,1968264,4
superpop,1933211,4
superpop,202691,4
superpop,170886,4
superpop,1139155,4
superpop,1493570,4
superpop,590913,4
superpop,665218,4
superpop,640775,4
superpop,2314043,4
superpop,2238399,4
superpop,977155,3
superpop,722778,3
superpop,749297,3
superpop,1512874,3
superpop,1394123,3
superpop,1393348,3
superpop,336081,3
superpop,1025037,3
superpop,956134,3
superpop,964538,3
superpop,425764,3
superpop,285127,3
superpop,1157973,3
superpop,778599,3
superpop,1110121,3
superpop,766613,3
superpop,3650,3
superpop,28709,3
superpop,1504553,3
superpop,407496,3
superpop,1427731,3
superpop,761209,3
superpop,343995,3
superpop,1647723,3
superpop,681087,3
superpop,681087,3
superpop,1673553,3
superpop,1145586,3
superpop,1145586,3
superpop,1090677,3
superpop,490432,3
superpop,1396709,3
superpop,1286228,3
superpop,1286188,3
superpop,1317573,3
superpop,631444,3
superpop,834221,3
superpop,836474,3
superpop,396072,3
superpop,256505,3
superpop,1410134,3
superpop,1410127,3
superpop,1452289,3
superpop,1452288,3
superpop,2306,3
superpop,1178883,3
superpop,785276,3
superpop,1175891,3
superpop,784857,3
superpop,839008,3
superpop,1523055,3
superpop,1069084,3
superpop,1065352,3
superpop,1547607,3
superpop,507173,3
superpop,799645,3
superpop,368410,3
superpop,1147729,3
superpop,214954,3
superpop,214953,3
superpop,883576,3
superpop,432682,3
superpop,271139,3
superpop,991083,3
superpop,1551179,3
superpop,1169108,3
superpop,387356,3
superpop,206449,3
superpop,1286006,3
superpop,682970,3
superpop,1135598,3
superpop,2267972,3
superpop,1610749,3
superpop,1594247,3
superpop,1432991,3
superpop,1600642,3
superpop,1594236,3
superpop,2762125,3
superpop,1756860,3
superpop,785467,3
superpop,486286,3
superpop,1090686,3
superpop,141197,3
superpop,377058,3
superpop,711390,3
superpop,722714,3
superpop,1070666,3
superpop,2204843,3
superpop,2199958,3
superpop,626563,3
superpop,215159,3
superpop,215159,3
superpop,103271,3
superpop,210155,3
superpop,253932,3
superpop,121064,3
superpop,526940,3
superpop,295068,3
superpop,722703,3
superpop,123430,3
superpop,1545830,3
superpop,1545830,3
superpop,1493564,3
superpop,919924,3
superpop,1070775,3
superpop,464176,3
superpop,248520,3
superpop,1443387,3
superpop,886691,3
superpop,886690,3
superpop,253791,3
superpop,292244,3
superpop,557287,3
superpop,690737,3
superpop,1318401,3
superpop,1318401,3
superpop,1318401,3
superpop,1316369,3
superpop,1316369,3
superpop,740606,3
superpop,740601,3
superpop,336217,3
superpop,110967,3
superpop,66014,3
superpop,201445,3
superpop,564504,3
superpop,726292,3
superpop,201441,3
superpop,292251,3
superpop,292251,3
superpop,710009,3
superpop,527049,3
superpop,1443298,3
superpop,1359128,3
superpop,1323798,3
superpop,1306284,3
superpop,494998,3
superpop,1308752,3
superpop,389712,3
superpop,801241,3
superpop,439410,3
superpop,1312651,3
superpop,1595390,3
superpop,908133,3
superpop,1496997,3
superpop,691595,3
superpop,1495940,3
superpop,1495935,3
superpop,1184135,3
superpop,1051142,3
superpop,1106224,3
superpop,1968318,3
superpop,1968315,3
superpop,1682509,3
superpop,1752360,3
superpop,1493577,3
superpop,1225736,3
superpop,685165,3
superpop,551650,3
superpop,878367,3
superpop,1924632,3
superpop,1292240,3
superpop,1516117,3
superpop,518051,3
superpop,218021,3
superpop,486407,3
superpop,432095,3
superpop,1473671,3
superpop,711263,2
superpop,922306,2
superpop,869995,2
superpop,965585,2
superpop,1135243,2
superpop,1755435,2
superpop,1310548,2
superpop,1251208,2
superpop,866191,2
superpop,1038323,2
superpop,933415,2
superpop,1262663,2
superpop,951700,2
superpop,785268,2
superpop,1373717,2
superpop,432689,2
superpop,2333282,2
superpop,711200,2
superpop,557274,2
superpop,983381,2
superpop,1247196,2
superpop,1574179,2
superpop,1304192,2
superpop,1098380,2
superpop,1682489,2
superpop,740447,2
DAHOF,2285085,5
DAHOF,2442165,5
DAHOF,3933339,5
DAHOF,2185076,5
DAHOF,2185076,5
DAHOF,3234511,5
DAHOF,2150641,5
DAHOF,3333992,5
DAHOF,2494959,5
DAHOF,2780185,5
DAHOF,1737629,5
DAHOF,2859176,5
DAHOF,2285104,5
DAHOF,2572828,5
DAHOF,2343077,5
DAHOF,3510874,3
robertod,1751260,5
robertod,2194362,5
robertod,1539491,5
robertod,2271287,5
robertod,2175211,5
robertod,1395605,5
robertod,2206020,5
robertod,2206036,5
robertod,2205982,5
robertod,2205970,5
robertod,2205950,5
earshot,479561,5
earshot,379724,5
earshot,5003570,5
earshot,1113603,5
earshot,108361,5
earshot,121476,5
earshot,201989,5
earshot,311989,5
earshot,3655544,5
earshot,3655544,5
earshot,398642,5
earshot,1520767,5
earshot,176226,5
earshot,176226,5
earshot,2020035,5
earshot,864787,5
earshot,2032233,5
earshot,7225731,5
earshot,1040348,5
earshot,1434702,5
earshot,4605236,5
earshot,7224052,5
earshot,3129107,5
earshot,2112290,5
earshot,545351,5
earshot,43112,5
earshot,898144,5
earshot,224627,5
earshot,110795,5
earshot,1034345,5
earshot,194456,5
earshot,3342937,5
earshot,12003326,5
earshot,219697,5
earshot,333599,5
earshot,10034650,5
earshot,8951242,5
earshot,223628,5
earshot,779507,5
earshot,1704966,5
earshot,3279679,5
earshot,3737233,5
earshot,3737233,5
earshot,8933780,5
earshot,846014,5
earshot,900859,5
earshot,780154,5
earshot,753749,5
earshot,1693949,5
earshot,1390148,5
earshot,758176,5
earshot,822471,5
earshot,782058,5
earshot,12716610,5
earshot,753760,5
earshot,2679995,5
earshot,821220,5
earshot,833709,5
earshot,1954792,5
earshot,1000297,5
earshot,1208305,5
earshot,1872184,5
earshot,378512,5
earshot,3241988,5
earshot,375081,5
earshot,375081,5
earshot,8185083,5
earshot,2833972,5
earshot,6649418,5
earshot,468871,5
earshot,479886,5
earshot,398655,5
earshot,13250982,5
earshot,6085212,5
earshot,110723,5
earshot,157622,5
earshot,216312,5
earshot,796308,5
earshot,930637,5
earshot,14194731,5
earshot,767642,5
earshot,538128,5
earshot,5622599,5
earshot,659243,5
earshot,1823370,5
earshot,2026596,5
earshot,946166,5
earshot,5040418,5
earshot,5040418,5
earshot,5040418,5
earshot,8364596,5
earshot,9616398,5
earshot,2961154,5
earshot,2442699,5
earshot,4658827,5
earshot,8795835,5
earshot,1163732,5
earshot,166623,5
earshot,703130,5
earshot,677801,5
earshot,479561,5
earshot,379724,5
earshot,5003570,5
earshot,1113603,5
earshot,108361,5
earshot,121476,5
earshot,201989,5
earshot,311989,5
earshot,3655544,5
earshot,3655544,5
earshot,398642,5
earshot,1520767,5
earshot,176226,5
earshot,176226,5
earshot,2020035,5
earshot,864787,5
earshot,2032233,5
earshot,7225731,5
earshot,1040348,5
earshot,1434702,5
earshot,4605236,5
earshot,7224052,5
earshot,3129107,5
earshot,2112290,5
earshot,545351,5
earshot,43112,5
earshot,898144,5
earshot,224627,5
earshot,110795,5
earshot,1034345,5
earshot,194456,5
earshot,3342937,5
earshot,12003326,5
earshot,219697,5
earshot,333599,5
earshot,10034650,5
earshot,8951242,5
earshot,223628,5
earshot,779507,5
earshot,1704966,5
earshot,3279679,5
earshot,3737233,5
earshot,3737233,5
earshot,8933780,5
earshot,846014,5
earshot,900859,5
earshot,780154,5
earshot,753749,5
earshot,1693949,5
earshot,1390148,5
earshot,758176,5
earshot,822471,5
earshot,782058,5
earshot,12716610,5
earshot,753760,5
earshot,2679995,5
earshot,821220,5
earshot,833709,5
earshot,1954792,5
earshot,1000297,5
earshot,1208305,5
earshot,1872184,5
earshot,378512,5
earshot,3241988,5
earshot,375081,5
earshot,375081,5
earshot,8185083,5
earshot,2833972,5
earshot,6649418,5
earshot,468871,5
earshot,479886,5
earshot,398655,5
earshot,13250982,5
earshot,6085212,5
earshot,110723,5
earshot,157622,5
earshot,216312,5
earshot,796308,5
earshot,930637,5
earshot,14194731,5
earshot,767642,5
earshot,538128,5
earshot,5622599,5
earshot,659243,5
earshot,1823370,5
earshot,2026596,5
earshot,946166,5
earshot,5040418,5
earshot,5040418,5
earshot,5040418,5
earshot,8364596,5
earshot,9616398,5
earshot,2961154,5
earshot,2442699,5
earshot,4658827,5
earshot,8795835,5
earshot,1163732,5
earshot,166623,5
earshot,703130,5
earshot,677801,5
earshot,4845813,5
earshot,7562013,5
earshot,1023542,5
earshot,9140173,5
earshot,5515731,5
earshot,5515731,5
earshot,3584644,5
earshot,4845938,5
earshot,4848905,5
earshot,1231569,5
earshot,2722174,5
earshot,5191491,5
earshot,2726630,5
earshot,14385502,5
earshot,4956726,5
earshot,11713415,5
earshot,5518902,5
earshot,10783536,5
earshot,12332346,5
earshot,9292278,5
earshot,4939655,5
earshot,8955602,5
earshot,5235745,5
earshot,1070383,5
earshot,10407612,5
earshot,7238139,5
earshot,14015441,5
earshot,1851175,5
earshot,4866561,5
earshot,4866608,5
earshot,2941876,5
earshot,5571142,5
earshot,5024825,5
earshot,1744059,5
earshot,145422,5
earshot,897543,5
earshot,625257,5
earshot,586065,5
earshot,33485,5
earshot,33485,5
earshot,1746253,5
earshot,349452,5
earshot,78804,5
earshot,6003750,5
earshot,4664789,5
earshot,226956,5
earshot,120290,5
earshot,3239242,5
earshot,824113,5
earshot,9727279,5
earshot,1745319,5
earshot,896503,5
earshot,816986,5
earshot,223680,5
earshot,380006,5
earshot,442355,5
earshot,442355,5
earshot,1839676,5
earshot,1839321,5
earshot,126280,5
earshot,6831247,5
earshot,424681,5
earshot,424681,5
earshot,7239349,5
earshot,3524685,5
earshot,1360292,5
earshot,1360292,5
earshot,4642033,5
earshot,13970732,5
earshot,5054776,5
earshot,4787402,5
earshot,4787402,5
earshot,1462639,5
earshot,1681540,5
earshot,1697174,5
earshot,7681962,5
earshot,2070357,5
earshot,842126,5
earshot,910991,5
earshot,3241092,5
earshot,385345,5
earshot,7344634,5
earshot,4782810,5
earshot,8339712,5
earshot,413840,5
earshot,3217250,5
earshot,6797430,5
earshot,3548137,5
earshot,153716,5
earshot,11976030,5
earshot,3465414,5
earshot,765839,5
earshot,7291418,5
earshot,3333956,5
earshot,9174548,5
earshot,3716221,5
earshot,4866489,5
earshot,3482876,5
earshot,4413336,5
earshot,2668451,5
earshot,2388038,5
earshot,7098784,5
earshot,642582,5
earshot,2047262,5
earshot,11666814,5
earshot,241209,5
earshot,811774,5
earshot,8840191,5
earshot,1696452,5
earshot,2941161,5
earshot,6752770,5
earshot,415875,5
earshot,3456078,5
earshot,10743,5
earshot,10742,5
earshot,57765,5
earshot,415918,5
earshot,34559,5
earshot,809778,5
earshot,53932,5
earshot,1093000,5
earshot,1100336,5
earshot,1093368,5
earshot,1100375,5
earshot,1257565,5
earshot,846093,5
earshot,1251348,5
earshot,425472,5
earshot,3833119,5
earshot,3833055,5
earshot,423735,5
earshot,1064436,5
earshot,1740957,5
earshot,821772,5
earshot,1950533,5
earshot,1950533,5
earshot,1064394,5
earshot,115632,5
earshot,11016875,5
earshot,402721,5
earshot,42742,5
earshot,2126197,5
earshot,414657,5
earshot,1933417,5
earshot,1903076,5
earshot,3333960,5
earshot,802253,5
earshot,596875,5
earshot,596875,5
earshot,596875,5
earshot,186496,5
earshot,51802,5
earshot,10596814,5
earshot,4571596,5
earshot,212721,5
earshot,4860818,5
earshot,655194,5
earshot,932187,5
earshot,406827,5
earshot,3596112,5
earshot,1016321,5
earshot,756170,5
earshot,456261,5
earshot,7068684,5
earshot,1983370,5
earshot,1076022,5
earshot,1076022,5
earshot,9081889,5
earshot,11550733,5
earshot,14147468,5
earshot,12536600,5
earshot,10853407,5
earshot,856922,5
earshot,899167,5
earshot,2726662,5
earshot,7580041,5
earshot,322957,5
earshot,322957,5
earshot,2147289,5
earshot,4229051,5
earshot,11752471,5
earshot,3126875,5
earshot,687614,5
earshot,5851658,5
earshot,2354041,5
earshot,978637,5
earshot,122544,5
earshot,122544,5
earshot,122544,5
earshot,759296,5
earshot,347565,5
earshot,529419,5
earshot,2564120,5
earshot,2564120,5
earshot,932293,5
earshot,586067,5
earshot,1910100,5
earshot,10207140,5
earshot,8411027,5
earshot,468367,5
earshot,3944111,5
earshot,12386700,5
earshot,621302,5
earshot,3880528,5
earshot,9193471,5
earshot,1006896,5
earshot,2471087,5
earshot,1007566,5
earshot,1007566,5
earshot,1350547,5
earshot,706697,5
earshot,442928,5
earshot,1151291,5
earshot,999067,5
earshot,1244296,5
earshot,1260165,5
earshot,932195,5
earshot,416845,5
earshot,1066412,5
earshot,3572177,5
earshot,814843,5
earshot,1734768,5
earshot,2555808,5
earshot,472645,5
earshot,6073797,5
earshot,3008775,5
earshot,3319992,5
earshot,594360,5
earshot,666965,5
